Country,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling
Russian Federation,67.44285714285715,238.14285714285714,16.571428571428573,11.195714285714287,356.6346554455714,92.0,1444.2857142857142,56.614285714285714,19.142857142857142,97.64285714285714,6.280714285714287,97.21428571428571,0.2785714285714286,6687.236626642857,57724794.71428572,2.4214285714285713,2.6,0.7629285714285715,13.771428571428572
Rwanda,60.46153846153846,219.84615384615384,19.53846153846154,5.514615384615384,23.40426793753846,95.84615384615384,392.46153846153845,14.438461538461537,29.76923076923077,94.76923076923077,6.666153846153846,95.84615384615384,4.138461538461538,345.4767288846154,3632541.0,6.56923076923077,6.584615384615384,0.42615384615384616,9.546153846153846
Samoa,73.59333333333333,134.13333333333333,0.0,2.704,271.57015251666667,54.666666666666664,0.6,62.120000000000005,0.0,57.0,5.325333333333333,62.733333333333334,0.1,1986.4377954666668,127285.53333333334,0.2,0.17333333333333334,0.6768666666666667,12.626666666666667
Sao Tome and Principe,65.55,162.08333333333334,0.0,3.9150000000000005,65.19987203466667,82.25,0.0,23.683333333333334,0.0,97.08333333333333,7.286666666666666,96.66666666666667,0.9083333333333333,777.8206637499999,103811.08333333333,6.441666666666666,6.341666666666666,0.5334166666666668,10.383333333333333
Senegal,63.78181818181818,165.45454545454547,21.363636363636363,0.3018181818181818,20.033303361,86.18181818181819,144.63636363636363,18.036363636363635,33.63636363636363,85.9090909090909,4.86,89.18181818181819,0.5181818181818182,198.57124413636365,6191625.454545454,6.527272727272727,6.409090909090909,0.443,7.4818181818181815
Serbia,74.19090909090909,129.36363636363637,1.0,9.193636363636363,592.6531089228182,90.45454545454545,58.81818181818182,56.39090909090908,1.0,94.9090909090909,5.684545454545455,93.27272727272727,0.1,4259.174557727273,3674745.727272727,2.3000000000000003,2.3272727272727276,0.750090909090909,13.618181818181819
Seychelles,72.32,160.73333333333332,0.0,6.201333333333333,497.95245001866664,98.73333333333333,0.7333333333333333,27.80666666666667,0.0,98.6,3.802,98.6,0.1,6826.7582901999995,59418.8,5.92,6.319999999999999,0.6848,12.826666666666666
Sierra Leone,48.425,335.25,26.25,2.42375,27.265818059625,83.125,591.0,17.475,38.625,82.125,7.94625,83.25,1.375,250.3258313375,2031191.625,8.2,8.125,0.389375,8.8125
Solomon Islands,67.61333333333333,137.6,0.0,0.8006666666666666,119.49590994193335,77.33333333333333,0.0,41.419999999999995,0.0,87.0,6.267333333333334,73.86666666666666,0.1,727.2122833866666,311815.0,1.2533333333333334,1.2666666666666666,0.478,8.573333333333332
South Africa,57.14,418.4,49.13333333333333,7.588666666666667,657.4502864193333,65.93333333333334,1605.2666666666667,37.28666666666666,71.0,64.66666666666667,8.306000000000001,69.86666666666666,19.486666666666668,4809.404007933334,30793963.650666665,9.493333333333334,11.46,0.6266666666666667,12.886666666666667
Spain,82.02,64.13333333333334,1.6666666666666667,10.024,2488.192196143333,92.2,472.2,58.14,1.9333333333333333,96.73333333333333,8.536666666666667,96.73333333333333,0.1,16520.767342666666,25215864.6,0.6,0.5,0.8484666666666667,16.266666666666666
Sri Lanka,73.46666666666667,152.66666666666666,3.8333333333333335,2.2241666666666666,65.19315747416667,89.91666666666667,348.6666666666667,17.433333333333334,4.666666666666667,98.33333333333333,3.7583333333333333,98.41666666666667,0.10000000000000002,850.8843830166667,9513.333333333334,15.333333333333334,15.35,0.7314166666666666,13.333333333333334
Suriname,71.03999999999999,137.9,0.0,5.275,738.9197201750001,84.9,0.0,54.42,0.0,85.9,6.127,86.0,0.61,6166.0952301,231828.6,3.5,3.4200000000000004,0.6974,12.14
Swaziland,50.82,336.73333333333335,2.6666666666666665,4.463333333333334,296.6396940069333,80.46666666666667,52.4,25.046666666666667,3.7333333333333334,89.33333333333333,7.308666666666666,88.73333333333333,34.666666666666664,2100.3018859999997,478995.86666666664,6.64,6.8,0.514,10.28
Sweden,81.9,56.5,0.0,7.35,6194.892275,57.25,33.25,58.325,0.0,98.0,11.85,98.0,0.1,32232.3770775,5008644.25,1.4249999999999998,1.3,0.9035,15.850000000000001
Syrian Arab Republic,73.1625,130.25,9.0,1.11125,78.598971265,63.375,407.375,46.5125,10.5,84.125,4.49875,54.75,0.1,1087.435773875,9620289.5,6.5625,6.3875,0.61075,10.6375
Tajikistan,66.85384615384615,176.0,10.307692307692308,0.28692307692307695,20.48846684823077,83.53846153846153,238.30769230769232,35.55384615384615,12.307692307692308,88.23076923076923,5.806923076923076,89.53846153846153,0.25384615384615383,330.65675725384614,4655713.769230769,3.769230769230769,3.8230769230769233,0.5886153846153847,10.792307692307693
Thailand,72.96000000000001,161.2,12.4,6.131333333333333,428.0106276266667,96.86666666666666,4589.133333333333,20.793333333333333,14.466666666666667,98.26666666666667,3.7573333333333334,98.13333333333334,0.4066666666666666,3340.1096061333333,33202771.733333334,8.6,8.766666666666667,0.6918000000000001,12.479999999999999
Timor-Leste,67.14285714285714,161.28571428571428,2.0,0.11142857142857143,25.129636953714286,76.0,127.14285714285714,15.842857142857143,2.5714285714285716,76.57142857142857,1.07,76.0,0.1,679.2162478285715,543000.2857142857,10.042857142857143,11.4,0.603,12.314285714285715
Togo,58.08571428571429,271.85714285714283,13.857142857142858,0.75,46.10098578557143,75.0,328.2857142857143,16.87142857142857,21.0,72.42857142857143,5.49,83.14285714285714,2.814285714285714,466.9368799142857,4136978.1428571427,7.142857142857143,7.0,0.45685714285714285,11.314285714285715
Tonga,72.46666666666667,129.4,0.0,1.1673333333333333,345.39663245673336,75.33333333333333,0.26666666666666666,62.126666666666665,0.0,81.46666666666667,5.206,69.8,0.1,2080.7405061333334,27271.533333333333,0.1,0.1,0.6975333333333332,14.213333333333333
Trinidad and Tobago,71.36153846153846,169.69230769230768,0.0,6.264615384615384,645.2870365223077,58.46153846153846,0.0,37.58461538461539,0.15384615384615385,79.61538461538461,5.34,66.76923076923077,0.5846153846153845,7612.805153692307,846862.7692307692,6.092307692307693,6.453846153846154,0.7577692307692309,12.392307692307693
Tunisia,74.29333333333334,19.933333333333334,3.2666666666666666,1.3106666666666666,391.1906778413333,96.66666666666667,34.333333333333336,47.39333333333333,3.7333333333333334,97.66666666666667,6.052666666666667,97.66666666666667,0.1,2991.7591949333337,2741215.3333333335,6.4,6.333333333333333,0.6906,14.020000000000001
Turkey,73.78666666666666,103.86666666666666,27.733333333333334,1.4213333333333333,270.3116560363333,86.4,5601.666666666667,55.766666666666666,33.2,79.73333333333333,5.617999999999999,79.66666666666667,0.1,4117.5438572,30516678.2,5.02,4.8533333333333335,0.6992666666666667,12.553333333333335
Turkmenistan,64.6,213.6153846153846,6.538461538461538,2.6592307692307693,216.16057386007694,97.15384615384616,9.23076923076923,37.36153846153846,8.0,95.23076923076923,2.6630769230769227,96.23076923076923,0.1,2487.3434116153844,2464749.230769231,3.3,3.338461538461538,0.20753846153846156,10.484615384615385
Uganda,56.51538461538462,263.0,87.53846153846153,7.67076923076923,54.88484667792307,62.30769230769231,8210.692307692309,15.661538461538461,134.69230769230768,65.6923076923077,8.776923076923076,65.61538461538461,7.453846153846154,426.9431610461539,16995441.615384616,6.207692307692308,6.199999999999999,0.45069230769230767,10.684615384615386
Ukraine,69.84666666666666,206.46666666666667,5.133333333333334,7.3693333333333335,180.72248552206668,56.8,5747.866666666667,50.2,6.0,83.46666666666667,6.777333333333333,73.13333333333334,0.56,1540.8020394666667,10370900.2,2.5933333333333333,2.6933333333333334,0.7144666666666667,14.56
Uruguay,76.01333333333334,120.2,0.6,6.172666666666667,663.2948473600001,94.26666666666667,0.0,52.18666666666666,0.8,94.2,8.75,88.73333333333333,0.1,6637.1010348,2327785.7333333334,1.6066666666666667,1.5533333333333335,0.7637333333333333,15.213333333333333
Uzbekistan,68.04615384615384,184.53846153846155,21.384615384615383,1.6153846153846154,47.523225473,95.38461538461539,247.0,34.00769230769231,24.923076923076923,98.46153846153847,5.6923076923076925,98.3076923076923,0.22307692307692306,558.8419119153846,894155.3076923077,3.1153846153846154,3.1538461538461537,0.6428461538461538,11.761538461538462
Vanuatu,71.34666666666666,146.2,0.0,0.8066666666666666,301.1474622613333,55.6,19.666666666666668,43.65333333333333,0.0,66.26666666666667,3.9286666666666665,58.733333333333334,0.1,2114.5396100000003,129538.4,1.5733333333333335,1.5,0.35213333333333335,10.553333333333335
Zambia,57.25,370.0,30.5,2.113,121.37560485690001,75.9,3113.3,16.9,46.9,59.6,5.12,75.9,9.53,1009.5299744399999,7338203.1,6.7,6.56,0.5225,11.68
Zimbabwe,49.38666666666666,470.8,26.866666666666667,4.482,21.72188955613333,69.46666666666667,984.5333333333333,24.69333333333333,41.4,74.8,6.158666666666666,74.4,24.4,430.4659513533333,7504269.2,7.1066666666666665,7.086666666666667,0.4346,9.793333333333333
